"LANGUAGE","English","French","Italian","Spanish","German","Czech"
"STRN_S03","03: Bomberman","03 : Offensive dÈcisive","03: Bomberman","03: Ataq. Coordinado","03: Bomberman","03: Bomberman"
"STRN_S04","04: Ground Attack","04 : Attaque au sol","04: Attacco dall'alto","04: Ataque terrestre","04: Bodenangriff","04: Leteck˝ ˙tok"
"STRN_S05","05: Heavy Metal","05 : Tank il y aura des hommes","05: Heavy metal","05: Ofen. Acorazada","05: Heavy Metal","05: TÏûk˝ protivnÌk"
"STRN_S06","06: Clean Sweep","06 : Le grand nettoyage","06: Piazza pulita","06: Op. Aniquilar","06: Ausfegen","06: »istka"
"STRN_S07","07: Shadow Killer","07 : Le tueur de l'ombre","07: Killer nella notte","07: Op. Nocturna","07: Schattenkiller","07: NoËnÌ zabij·k"
"STRN_S08","08: Lone Wolf","08 : Loup solitaire","08: Lupo solitario","08: Lobo solitario","08: Einsamer Wolf","08: Vlk samot·¯"
"STRN_S09","09: Sniper Team","09 : Equipe de tireurs d'Èlite","09: Squadra cecchini","09: Francotiradores","09: Scharfsch¸tzenteam","09: Ost¯elovaËsk· skupina"
"STRN_S10","10: Commander","10 : Commandant","10: L'onere del comando","10: Comandante","10: Kommando","10: Velitel"
,,,,,,
"STRN_M01","Deathmatch (1-8 D)","Deathmatch (1-8 D)","Deathmatch (1-8 D)","Combate a muerte (1-8 D)","Deathmatch (1-8 D)","Souboj (1-8 D)"
"STRN_M02","Flag Fight (1-8 D)","Course au drapeau (1-8 D)","Capture the flag (1-8 D)","Lucha por la bandera (1-8 D)","Fahnenkampf (1-8 D)","Boj o vlajku (1-8 D)"
"STRN_M03","Capture the Flag (2-8 T)","S'emparer du drapeau (2-8 T)","Capture the flag (2-8 T)","Captura de la bandera (2-8 T)","Fahne erobern (2-8 T)","ZÌskej vlajku (2-8 T)"
"STRN_M04","Hold City (2-8 T)","DÈfendre la ville (2-8 T)","Difendi la citt‡ (2-8 T)","OcupaciÛn del poblado (2-8 T)","Stadt halten (2-8 T)","Udrû mÏsto (2-8 T)"
"STRN_M05","Hostage Rescue (2-5 C)","LibÈrer les otages (2-5 C)","Salva gli ostaggi (2-5 C)","Rescate de rehenes (2-5 C)","Geiselrettung (2-5 C)","Z·chrana rukojmÌch (2-5 C)"
"STRN_M06","King of the City (2-8 T)","Le roi de la ville (2-8 T)","Re della citt‡ (2-8 T)","Rey de la ciudad (2-8 T)","Herr ¸ber die Stadt (2-8 T)","Vl·dce mÏsta (2-8 T)"
"STRN_M07","King of the Hill (2-8 T)","Le roi de la colline (2-8 T)","Re della collina (2-8 T)","Rey de la colina (2-8 T)","Herr ¸ber den H¸gel (2-8 T)","P·n kopce (2-8 T)"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"COMMENT","*** Added after translation *** TODO: Translate",,,,,
,,,,,,
"STR_DIFF_3RD_PERSON_VIEW","3rd person view","Vue ‡ la 3Ëme personne","Visuale in 3a persona","Vista en tercera persona","Beobachterperspektive","VnÏjöÌ pohled"
"STR_DISP_INT_TITLE_MP","Game in progress","Partie en cours","Partita in corso","Partida en curso","Spiel l‰uft","Hra probÌh·"
"STR_DN_FORTRESS_2","Fortress 2","Forteresse 2","Fortezza 2","Fortaleza 2","Festung†2","Pevnost 2"
"STR_MSG_PLAYERNAME_INVALID","Player¥s name is invalid!","Nom de joueur non valide†!","Nome del giocatore non valido!","Nombre del jugador no v·lido","Spielername ung¸ltig!","JmÈno hr·Ëe nenÌ platnÈ!"
"STR_DN_M2_MGE","M2 Machine Gun (East)","Mitrailleuse M2 (Est)","Mitragliatrice M2 (Russi)","Ametralladora M2 (Este)","M2 Maschinengewehr (Ost)","Kulomet M2 (V˝chodnÌ)"
,,,,,,
"STR_DN_BLACKOP","Black Op","OpÈrations Noires","Membro reparti speciali","OperaciÛn especial","Schwarze Sondereinheit","Speci·lnÌ jednotka"
"STR_DN_BLACKOPDAY","Black Op (day)","OpÈrations Noires (jour)","Membro reparti speciali (giorno)","OperaciÛn especial (dÌa)","Schwarze Sondereinheit (Tag)","Speci·lnÌ jednotka (dennÌ)"
"STR_DN_SPECNAS","Spetz Natz","Spetznatz","Spetz Natz","Spetz Natz","Speznaz","Spetz Natz"
"STR_DN_ENGINEER","Engineer","Membre du gÈnie","Ingegnere","Ingeniero","Ingenieur","éenista"
,,,,,,
"STR_BRIEFING","Briefing (%s, %s %d)","Briefing (%s, %s %d)","Briefing (%s, %s %d)","Resumen (%s, %s %d)","Besprechung (%s, %s %d)","BrÌfink (%s, %s %d)"
,,,,,,
"STR_DISP_REVERT_QUESTION","You're attempting to revert in your campaign game. Information about your progress and your save positions can be lost.","Vous essayez de faire revenir la campagne ‡ la mission sÈlectionnÈe. Toute mission dÈverrouillÈe dans cette campagne aprËs la mission sÈlectionnÈe sera perdue.","Si sta tentando caricare una missione precedente della campagna. Tutte le missioni sbloccate nel corso della campagna successivamente a quella selezionata andranno perdute.","Est·s intentando regresar a una situaciÛn anterior del juego de campaÒa y perder·s las misiones a las que hayas accedido despuÈs de Èsta.","Sie versuchen, Ihr Kampagnen-Spiel zum ausgew‰hlten Einsatz zur¸ckzusetzen. Dabei gehen alle Eins‰tze in der Kampagne verloren, die nach diesem Einsatz freigegeben wurden.","PokouöÌte se vr·tit pr˘beh svÈ kampanÏ. Informace o vaöem pokroku a vaöe uloûenÈ pozice budou ztraceny."
"STRM_ADD_CLEAN2","You are the leader of those highly trained soldiers...","Vous Ítes le chef de ces soldats surentraÓnÈs...","Sei tu il comandante di quei soldati altamente addestrati...","Eres el lÌder de esos soldados de las fuerzas especiales...","Sie sind Anf¸hrer dieser speziell ausgebildeten Soldaten...","Jste velitelem tÏchto skvÏle vycviËen˝ch voj·k˘..."
,,,,,,
"STR_MAINTITLES_01","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE"
"STR_MAINTITLES_02","PRESENTS","PRESENTE","e ...","PRESENTA","PRƒSENTIERT","UV¡DÕ"
"STR_MAINTITLES_03","A","UNE","...","UNA ",,
"STR_MAINTITLES_04","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE"
"STR_MAINTITLES_05","PRODUCTION","PRODUCTION DE","PRESENTANO","PRODUCCI”N","PRODUKTION",
"STR_MAINTITLES_06","Arma: Cold War Assault","Arma: Cold War Assault","Arma: Cold War Assault","Arma: Cold War Assault","Arma: Cold War Assault","Arma: Cold War Assault"
,,,,,,
,,,,,,
"STR_COPY","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001, Xiphophorus"
,,,,,,
"STR_ACTION_SALUTE","Salute","Salut","Saluto","Salva","Gruﬂ","Salutovat"
"STR_WEAPON","Weapon","Arme","Arma","Arma","Waffe","ZbraÚ"
"STR_MAGAZINE","Magazine","Chargeur","Caricatore","Cargador","Magazin","Z·sobnÌk"
"STR_USE_WEAPON","Use Weapon","Utiliser arme","Usare arma","Utilizar arma","Waffe verwenden","PouûÌt zbraÚ"
"STR_ACTION_SCUDLAUNCH","Launch SCUD","Lancer SCUD","Lanciare SCUD","Lanzar SCUD","SCUD abfeuern","Odpal SCUD"
"STR_ACTION_SCUDSTART","Start SCUD","DÈmarrer SCUD","Avviare SCUD","Iniciar SCUD","SCUD starten","P¯iprav SCUD"
,,,,,,
,,,,,,
"STRN_S11","11: Clean Sweep II","11 : Le grand nettoyage II","11: Piazza pulita II","11: Op. Aniquilar II","11: Ausfegen II","11: »istka II"
,,,,,,
"COMMENT","*** Keyboard","Mouse","Joystick *** TODO: Translate",,,"*** Keyboard"
"STR_DIK_ESCAPE","Escape","Echap","Esc","Escape","Escape","Esc"
"STR_DIK_1","1","1","1","1","1","1"
"STR_DIK_2","2","2","2","2","2","2"
"STR_DIK_3","3","3","3","3","3","3"
"STR_DIK_4","4","4","4","4","4","4"
"STR_DIK_5","5","5","5","5","5","5"
"STR_DIK_6","6","6","6","6","6","6"
"STR_DIK_7","7","7","7","7","7","7"
"STR_DIK_8","8","8","8","8","8","8"
"STR_DIK_9","9","9","9","9","9","9"
"STR_DIK_0","0","0","0","0","0","0"
"STR_DIK_MINUS","-","-","-","-","-","-"
"STR_DIK_EQUALS","=","=","°","=","=","="
"STR_DIK_BACK","Back Space","Retour","Back Space","Back Space","Back Space","Back Space"
"STR_DIK_TAB","Tab","Tab","Tab","Tab","Tab","Tab"
"STR_DIK_Q","Q","Q","Q","Q","Q","Q"
"STR_DIK_W","W","W","W","W","W","W"
"STR_DIK_E","E","E","E","E","E","E"
"STR_DIK_R","R","R","R","R","R","R"
"STR_DIK_T","T","T","T","T","T","T"
"STR_DIK_Y","Y","Y","Y","Y","Y","Y"
"STR_DIK_U","U","U","U","U","U","U"
"STR_DIK_I","I","I","I","I","I","I"
"STR_DIK_O","O","O","O","O","O","O"
"STR_DIK_P","P","P","P","P","P","P"
"STR_DIK_LBRACKET","[","[","`","[","[","["
"STR_DIK_RBRACKET","]","]","+","]","]","]"
"STR_DIK_RETURN","Enter","EntrÈe","Enter","Enter","Enter","Enter"
"STR_DIK_LCONTROL","Left Ctrl","Ctrl gauche","Ctrl sinistra","Left Ctrl","L. Strg","Lev˝ Ctrl"
"STR_DIK_A","A","A","A","A","A","A"
"STR_DIK_S","S","S","S","S","S","S"
"STR_DIK_D","D","D","D","D","D","D"
"STR_DIK_F","F","F","F","F","F","F"
"STR_DIK_G","G","G","G","G","G","G"
"STR_DIK_H","H","H","H","H","H","H"
"STR_DIK_J","J","J","J","J","J","J"
"STR_DIK_K","K","K","K","K","K","K"
"STR_DIK_L","L","L","L","L","L","L"
"STR_DIK_SEMICOLON",";",";","Ò",";",";",";"
"STR_DIK_APOSTROPHE","'","'","'","'","'","'"
"STR_DIK_GRAVE","~","~","«","~","~","~"
"STR_DIK_LSHIFT","Left Shift","Shift gauche","Shift sinistra","Left Shift","Left Shift","Lev˝ Shift"
"STR_DIK_BACKSLASH","\\","\\","<","\\","\\","\\"
"STR_DIK_Z","Z","Z","Z","Z","Z","Z"
"STR_DIK_X","X","X","X","X","X","X"
"STR_DIK_C","C","C","C","C","C","C"
"STR_DIK_V","V","V","V","V","V","V"
"STR_DIK_B","B","B","B","B","B","B"
"STR_DIK_N","N","N","N","N","N","N"
"STR_DIK_M","M","M","M","M","M","M"
"STR_DIK_COMMA",",",",",",",",",",",","
"STR_DIK_PERIOD",".",".",".",".",".","."
"STR_DIK_SLASH","/","/","-","/","/","/"
"STR_DIK_RSHIFT","Right Shift","Shift droit","Shift destra","Right Shift","Right Shift","Prav˝ Shift"
"STR_DIK_MULTIPLY","* [NUM]","* [NUM]","* [NUM]","* [NUM]","* [NUM]","* [NUM]"
"STR_DIK_LMENU","Left Alt","Alt gauche","Alt sinistra","Left Alt","Left Alt","Lev˝ Alt"
"STR_DIK_SPACE","Space","Espace","Spazio","Space","Leertaste","Space"
"STR_DIK_CAPITAL","Caps Lock","Caps Lock","Caps Lock","Caps Lock","Caps Lock","Caps Lock"
"STR_DIK_F1","F1","F1","F1","F1","F1","F1"
"STR_DIK_F2","F2","F2","F2","F2","F2","F2"
"STR_DIK_F3","F3","F3","F3","F3","F3","F3"
"STR_DIK_F4","F4","F4","F4","F4","F4","F4"
"STR_DIK_F5","F5","F5","F5","F5","F5","F5"
"STR_DIK_F6","F6","F6","F6","F6","F6","F6"
"STR_DIK_F7","F7","F7","F7","F7","F7","F7"
"STR_DIK_F8","F8","F8","F8","F8","F8","F8"
"STR_DIK_F9","F9","F9","F9","F9","F9","F9"
"STR_DIK_F10","F10","F10","F10","F10","F10","F10"
"STR_DIK_NUMLOCK","Num Lock","Verr Num","Num Lock","Num Lock","Num Lock","Num Lock"
"STR_DIK_SCROLL","Scroll Lock","Scroll Lock","Scroll Lock","Scroll Lock","Scroll Lock","Scroll Lock"
"STR_DIK_NUMPAD7","7 [NUM]","7 [NUM]","7 [NUM]","7 [NUM]","7 [NUM]","7 [NUM]"
"STR_DIK_NUMPAD8","8 [NUM]","8 [NUM]","8 [NUM]","8 [NUM]","8 [NUM]","8 [NUM]"
"STR_DIK_NUMPAD9","9 [NUM]","9 [NUM]","9 [NUM]","9 [NUM]","9 [NUM]","9 [NUM]"
"STR_DIK_SUBTRACT","- [NUM]","- [NUM]","- [NUM]","- [NUM]","- [NUM]","- [NUM]"
"STR_DIK_NUMPAD4","4 [NUM]","4 [NUM]","4 [NUM]","4 [NUM]","4 [NUM]","4 [NUM]"
"STR_DIK_NUMPAD5","5 [NUM]","5 [NUM]","5 [NUM]","5 [NUM]","5 [NUM]","5 [NUM]"
"STR_DIK_NUMPAD6","6 [NUM]","6 [NUM]","6 [NUM]","6 [NUM]","6 [NUM]","6 [NUM]"
"STR_DIK_ADD","+ [NUM]","+ [NUM]","+ [NUM]","+ [NUM]","+ [NUM]","+ [NUM]"
"STR_DIK_NUMPAD1","1 [NUM]","1 [NUM]","1 [NUM]","1 [NUM]","1 [NUM]","1 [NUM]"
"STR_DIK_NUMPAD2","2 [NUM]","2 [NUM]","2 [NUM]","2 [NUM]","2 [NUM]","2 [NUM]"
"STR_DIK_NUMPAD3","3 [NUM]","3 [NUM]","3 [NUM]","3 [NUM]","3 [NUM]","3 [NUM]"
"STR_DIK_NUMPAD0","0 [NUM]","0 [NUM]","0 [NUM]","0 [NUM]","0 [NUM]","0 [NUM]"
"STR_DIK_DECIMAL",". [NUM]",". [NUM]",". [NUM]",". [NUM]",". [NUM]",". [NUM]"
"STR_DIK_OEM_102","OEM 102","OEM 102","OEM 102","OEM 102","OEM 102","OEM 102"
"STR_DIK_F11","F11","F11","F11","F11","F11","F11"
"STR_DIK_F12","F12","F12","F12","F12","F12","F12"
"STR_DIK_F13","F13","F13","F13","F13","F13","F13"
"STR_DIK_F14","F14","F14","F14","F14","F14","F14"
"STR_DIK_F15","F15","F15","F15","F15","F15","F15"
"STR_DIK_KANA","Kana","Kana","Kana","Kana","Kana","Kana"
"STR_DIK_ABNT_C1","ABNT_C1","ABNT_C1","ABNT_C1","ABNT_C1","ABNT_C1","ABNT_C1"
"STR_DIK_CONVERT","Convert","Convert","Convert","Convert","Convert","Convert"
"STR_DIK_NOCONVERT","No Convert","No Convert","No Convert","No Convert","No Convert","No Convert"
"STR_DIK_YEN","Yen","Yen","Yen","Yen","Yen","Yen"
"STR_DIK_ABNT_C2","ABNT_C2","ABNT_C2","ABNT_C2","ABNT_C2","ABNT_C2","ABNT_C2"
"STR_DIK_NUMPADEQUALS","= [NUM]","= [NUM]","= [NUM]","= [NUM]","= [NUM]","= [NUM]"
"STR_DIK_PREVTRACK","Previous Track","Piste prÈcÈdente","Traccia Precedente","Previous Track","Previous Track","P¯edchozÌ skladba"
"STR_DIK_AT","&","&","/","&","&","&"
"STR_DIK_COLON",",,",",,",",,",",,",",,",",,"
"STR_DIK_UNDERLINE","_","_","_","_","_","_"
"STR_DIK_KANJI","Kanji","Kanji","Kanji","Kanji","Kanji","Kanji"
"STR_DIK_STOP","Stop","Stop","Stop","Stop","Stop","St·t"
"STR_DIK_AX","Ax","Ax","Ax","Ax","Ax","Ax"
"STR_DIK_UNLABELED","Unlabeled","Unlabeled","Senza nome","Unlabeled","Unlabeled","Unlabeled"
"STR_DIK_NEXTTRACK","Next Track","Piste suivante","Traccia successiva","Next Track","Next Track","N·sledujÌcÌ skladba"
"STR_DIK_NUMPADENTER","Enter [NUM]","EntrÈe [NUM]","Enter [NUM]","Enter [NUM]","Enter [NUM]","Enter [NUM]"
"STR_DIK_RCONTROL","Right Ctrl","Ctrl Droit","Ctrl destra","Right Ctrl","R. Strg","Prav˝ Ctrl"
"STR_DIK_MUTE","Mute","Mute","Mudo","Mute","Mute","Mute"
"STR_DIK_CALCULATOR","Calculator","Claculatrice","Calcolatrice","Calculator","Calculator","Calculator"
"STR_DIK_PLAYPAUSE","Play / Pause","Play / Pause","Play / Pausa","Play / Pause","Play / Pause","Play / Pause"
"STR_DIK_MEDIASTOP","Media Stop","Media Stop","Media Stop","Media Stop","Media Stop","Media Stop"
"STR_DIK_VOLUMEDOWN","Volume -","Volume -","Volume -","Volume -","Volume -","Volume -"
"STR_DIK_VOLUMEUP","Volume +","Volume +","Volume +","Volume +","Volume +","Volume +"
"STR_DIK_WEBHOME","Web Home","Web Home","Sito internet","Web Home","Web Home","Web Home"
"STR_DIK_NUMPADCOMMA",". [NUM]",". [NUM]",". [NUM]",". [NUM]",". [NUM]",". [NUM]"
"STR_DIK_DIVIDE","/ [NUM]","/ [NUM]","/ [NUM]","/ [NUM]","/ [NUM]","/ [NUM]"
"STR_DIK_SYSRQ","System Request","RequÍte systËme","System Request","System Request","System Request","System Request"
"STR_DIK_RMENU","Right Alt","Alt Droit","Alt destra","Right Alt","Right Alt","Prav˝ Alt"
"STR_DIK_PAUSE","Pause","Pause","Pausa","Pause","Pause","Pauza"
"STR_DIK_HOME","Home","Home","Home","Home","Pos 1","Home"
"STR_DIK_UP","UP","Haut","Freccia su","UP","Hoch","NAHORU"
"STR_DIK_PRIOR","Page Up","Page Haut","Pagina su","Page Up","Page Up","Page Up"
"STR_DIK_LEFT","LEFT","GAUCHE","Freccia sinistra","LEFT","LEFT","DOLEVA"
"STR_DIK_RIGHT","RIGHT","DROITE","Freccia destra","RIGHT","RIGHT","DOPRAVA"
"STR_DIK_END","End","Fin","Fine","End","Ende","End"
"STR_DIK_DOWN","DOWN","BAS","Freccia gi˘","DOWN","Runter","DOLŸ"
"STR_DIK_NEXT","Page Down","Page Bas","Pagina gi˘","Page Down","Page Down","Page Down"
"STR_DIK_INSERT","Insert","Insert","Insert","Insert","Insert","Insert"
"STR_DIK_DELETE","Delete","Suppr","Canc","Delete","Entfernen","Delete"
"STR_DIK_LWIN","Left Windows","Windows Gauche","Windows sinistra","Left Windows","Left Windows","LevÈ Windows"
"STR_DIK_RWIN","Right Windows","Windows Droit","Windows destra","Right Windows","Right Windows","PravÈ Windows"
"STR_DIK_APPS","App Menu","App Menu","Ap Menu","App Menu","App Menu","App Menu"
"STR_DIK_POWER","System Power","System Power","System Power","System Power","System Power","System Power"
"STR_DIK_SLEEP","System Sleep","System Sleep","System Sleep","System Sleep","System Sleep","System Sleep"
"STR_DIK_WAKE","System Wake","System Wake","System Wake","System Wake","System Wake","System Wake"
"STR_DIK_WEBSEARCH","Web Search","Recherche Web","Web Search","Web Search","Web Search","Web Search"
"STR_DIK_WEBFAVORITES","Web Favorites","Favoris Web","Web Favorites","Web Favorites","Web Favorites","Web Favorites"
"STR_DIK_WEBREFRESH","Web Refresh","Reactualisation Web","Web Refresh","Web Refresh","Web Refresh","Web Refresh"
"STR_DIK_WEBSTOP","Web Stop","Web Stop","Web Stop","Web Stop","Web Stop","Web Stop"
"STR_DIK_WEBFORWARD","Web Forward","Web Suivante","Web Forward","Web Forward","Web Forward","Web Forward"
"STR_DIK_WEBBACK","Web Back","Web PrÈcÈdente","Web Back","Web Back","Web Back","Web Back"
"STR_DIK_MYCOMPUTER","My Computer","Mon Ordinnateur","My Computer","My Computer","My Computer","My Computer"
"STR_DIK_MAIL","Mail","Mail","Mail","Mail","Mail","Mail"
"STR_DIK_MEDIASELECT","Media Select","Mon ordinnateur","Media Select","Media Select","Media Select","Media Select"
"STR_INPUT_DEVICE_MOUSE_0","Prim. Mouse Btn.","Prem. Btn. Souris","Mouse primario","Prim. Mouse Btn.","Prim. Maustaste","Prim·rnÌ tlaË. myöi"
"STR_INPUT_DEVICE_MOUSE_1","Sec. Mouse Btn.","Sec. Btn. Souris","Mouse secondario","Sec. Mouse Btn.","Sek. Maustaste","Sekund·rnÌ tlaË. myöi"
"STR_INPUT_DEVICE_MOUSE_2","Middle Mouse Btn.","Btn. Souris Milieu","Mouse centrale","Middle Mouse Btn.","Mittlere Maustaste","St¯ednÌ tlaËÌtko myöi"
"STR_INPUT_DEVICE_MOUSE_3","Mouse Btn. #4","Btn. Souris #4","Mouse Btn. #4","Mouse Btn. #4","Mouse Btn. #4","TlaË. myöi Ë. 4"
"STR_INPUT_DEVICE_MOUSE_4","Mouse Btn. #5","Btn. Souris #5","Mouse Btn. #5","Mouse Btn. #5","Mouse Btn. #5","TlaË. myöi Ë. 5"
"STR_INPUT_DEVICE_MOUSE_5","Mouse Btn. #6","Btn. Souris #6","Mouse Btn. #6","Mouse Btn. #6","Mouse Btn. #6","TlaË. myöi Ë. 6"
"STR_INPUT_DEVICE_MOUSE_6","Mouse Btn. #7","Btn. Souris #7","Mouse Btn. #7","Mouse Btn. #7","Mouse Btn. #7","TlaË. myöi Ë. 7"
"STR_INPUT_DEVICE_MOUSE_7","Mouse Btn. #8","Btn. Souris #8","Mouse Btn. #8","Mouse Btn. #8","Mouse Btn. #8","TlaË. myöi Ë. 8"
"STR_INPUT_DEVICE_STICK_0","Stick Btn. #1","Stick Btn. #1","Stick Btn. #1","Stick Btn. #1","Stick Btn. #1","TlaË. joyst. Ë. 1"
"STR_INPUT_DEVICE_STICK_1","Stick Btn. #2","Stick Btn. #2","Stick Btn. #2","Stick Btn. #2","Stick Btn. #2","TlaË. joyst. Ë. 2"
"STR_INPUT_DEVICE_STICK_2","Stick Btn. #3","Stick Btn. #3","Stick Btn. #3","Stick Btn. #3","Stick Btn. #3","TlaË. joyst. Ë. 3"
"STR_INPUT_DEVICE_STICK_3","Stick Btn. #4","Stick Btn. #4","Stick Btn. #4","Stick Btn. #4","Stick Btn. #4","TlaË. joyst. Ë. 4"
"STR_INPUT_DEVICE_STICK_4","Stick Btn. #5","Stick Btn. #5","Stick Btn. #5","Stick Btn. #5","Stick Btn. #5","TlaË. joyst. Ë. 5"
"STR_INPUT_DEVICE_STICK_5","Stick Btn. #6","Stick Btn. #6","Stick Btn. #6","Stick Btn. #6","Stick Btn. #6","TlaË. joyst. Ë. 6"
"STR_INPUT_DEVICE_STICK_6","Stick Btn. #7","Stick Btn. #7","Stick Btn. #7","Stick Btn. #7","Stick Btn. #7","TlaË. joyst. Ë. 7"
"STR_INPUT_DEVICE_STICK_7","Stick Btn. #8","Stick Btn. #8","Stick Btn. #8","Stick Btn. #8","Stick Btn. #8","TlaË. joyst. Ë. 8"
,,,,,,
,,,,,,
"STR_DN_AMMO_CRATES_WEST2","Ammo Crates II (West)","Caisses de munitions II (Ouest)","Casse di munizioni II (NATO)","Cajas de municiÛn II (oeste)","Munitionskisten II (West)","Krabice s municÌ II (z·padnÌ)"
"STR_DN_AMMO_CRATES_EAST2","Ammo Crates II (East)","Caisses de munitions II (Est)","Casse di munizioni II (Russi)","Cajas de municiÛn II (este)","Munitionskisten II (Ost)","Krabice s municÌ II (v˝chodnÌ)"
"STR_DN_AMMO_CRATES_RES2","Ammo Crates II (Res)","Caisses de munitions II (RÈs)","Casse di munizioni II (resistenza)","Cajas de municiÛn II (resistencia)","Munitionskisten II (Widerst.)","Krabice s municÌ II (partyz·nsk·)"
,,,,,,
"COMMENT","***** Added in patch 1.01 *****",,,,,
"COMMENT","Addons",,,,,
"STR_MSG_ADDON_MISSING","Cannot load mission, missing addons: ","Impossible de charger la mission, ÈlÈments supplÈmentaires manquants: ","Non Ë stato possibile caricare la missione, mancano addizioni:","Imposible cargar misiÛn, faltan extras:","Mission kann nicht geladen werden, Add-Ons nicht verf¸gbar","Nelze naËÌst misi, chybÏjÌcÌ doplnÏk: "
"STR_MSG_ADDON_VERSION","Addon %s requires version %s of application.","ElÈments supplÈmentaires %s nÈcessitent la version %s de l'application.","L'addon %s richiede la versione %s","Extras % s necesitan versiÛn %s de aplicaciÛn.","Add-On %s benˆtigt Version %s der Anwendung","DoplnÏk %s vyûaduje verzi programu %s."
,,,,,,
"COMMENT","MP Fade protection",,,,,
"STR_FADE_REMMEMBER","Remember","Souvenez-vous","Ricordatevi","Recuerde...","Zur Erinnerung","Pamatuj!"
"STR_FADE_AWAY","Original games do not fade.","La partie d'origine de disparaÓt pas.","I giochi originali non sbiadiscono","Los juegos originales no se auto-degradan","Original-Spiele verschlechtern sich nicht","Origin·lnÌ hry se nevytr·cejÌ."
"STR_FADE_CAUTION","My copy is fading.","Ma copie disparaÓt","La mia versione st‡ sbiadendo.","Mi copia se esta auto-degradando","Mein Exemplar verschlechtert sich","Tato kopie se vytr·cÌ."
,,,,,,
"COMMENT","MP server messages",,,,,
"STR_MP_CONNECT","Player %s connected","Joueur(s) %s connectÈ(s)","Il giocatore %s Ë collegato","Jugador %s conectado","Spieler %s verbunden","Hr·Ë %s p¯ipojen"
"STR_MP_DISCONNECT","Player %s disconnected","Joueur(s) %s dÈconnectÈ(s)","Giocatore %s ha chiuso il collegamento","Jugador %s desconectado","Spieler %s getrennt","Hr·Ë %s odpojen"
"STR_MSG_LAUNCH_GAME","Not all players are ready. Are you sure?","Tous les joueurs ne sont pas prÍts. Etes-vous s˚r?","Non tutti i giocatori sono pronti. Sei sicuro di voler continuare?","No est·n preparados todos los jugadores. Esta seguro?","Es sind noch nicht alle Spieler bereit. Sind Sie sicher?","NÏkte¯Ì hr·Ëi jeötÏ nejsou p¯ipraveni. Jsi si jist?"
"STR_DISP_MP_KICKOFF","Kick Off","Coup d'envoi","Sbatti fuori","Iniciar","Kick Off","Vyhodit"
,,,,,,
"COMMENT","New vehicle types",,,,,"New vehicle types"
"STR_DN_MOTORCYCLE","Motorcycle","Moto","Motocicletta","Motocicleta","Motorrad","Motorka"
"STR_DN_BICYCLE","Bicycle","Bicycle","Bicycle","Bicycle","Bicycle","Kolo"
,,,,,,
"COMMENT","New controls",,,,,"New controls"
"STR_USRACT_WALK","Walk","Marchez","Cammina","Avanzar!","Lauf","Ch˘ze"
,,,,,,
"COMMENT","***** Added in patch 1.11 *****",,,,,"***** P¯id·no v patchi 1.11 *****"
"COMMENT","UI Dialogs","UI Dialogs","UI Dialogs",,,"UI Dialogs"
"STR_DISP_IP_PORT","Port:","Port :","Porta:","Puerto:","Anschluss:","Port:"
"STR_SESSION_NAME_INIT","Creating...","CrÈation...","Creazione in corso...","En creaciÛn...","Erstellungsvorgang...","Vytv·¯Ìm..."
"STR_DEDICATED_SERVER","Dedicated server","Serveur dÈdiÈ","Server dedicato","Servidor dedicado","Dedizierter Server","Dedikovan˝ server"
,,,,,,
"COMMENT","Changed (parameter added)",,,,,"Changed (parameter added)"
"STR_MULTI_TITLE_LAN","Network games on LAN (port %d)","Parties en rÈseau sur LAN (port %d)","Partite su LAN (porta %d)","Juegos de red en LAN (port %d)","Netzwerkspiele auf LAN (Anschluss %d)","SÌùov· hra  p¯es LAN (port %d)"
"STR_MULTI_TITLE_REMOTE","Network games on %s:%d","Parties en rÈseau sur %s:%d","Partite in rete su %s:%d","Juegos de red en %s:%d","Netzwerkspiele auf %s:%d","SÌùov· hra  na %s:%d"
,,,,,,
"COMMENT","Joystick configuration",,,,,"Joystick configuration"
"STR_INPUT_DEVICE_STICK_AXIS_X","Stick X-Axis","Joystick axe X","Joystick asse X","Eje X del joystick","Stick X-Achse","Joystick osa-X"
"STR_INPUT_DEVICE_STICK_AXIS_Y","Stick Y-Axis","Joystick axe Y","Joystick asse Y","Eje Y del joystick","Stick Y-Achse","Joystick osa-Y"
